season,team_a,team_b,team_a_id,team_b_id,actual_team_a_win,actual_winner,actual_loser,winner_seed,loser_seed,actual_upset,regular_season_power_gap,team_a_power_rating,team_b_power_rating,factor_only_probability,power_baseline_probability,combined_probability,matchup_adjustment_probability_points,combined_prediction_correct,kenpom_netrtg_a,kenpom_netrtg_b,kenpom_netrtg_gap,kenpom_team_a_probability,model_team_a_probability,model_actual_winner_probability,kenpom_actual_winner_probability,actual_winner_probability_gap_pp,model_correct,kenpom_correct,model_predicted_winner,kenpom_predicted_winner,comparison_category
2017,West Virginia,Gonzaga,1452,1211,0,Gonzaga,West Virginia,1.0,4.0,False,-5.463666117361086,14.776945897349364,20.24061201471045,0.455231808525953,0.2444470788273218,0.2758720294117917,3.142495058446984,True,27.17,32.05,-4.8799999999999955,0.30532759473626986,0.2758720294117917,0.7241279705882083,0.6946724052637301,2.945556532447824,True,True,Gonzaga,Gonzaga,both_correct
2023,Creighton,San Diego St,1166,1361,0,San Diego St,Creighton,5.0,6.0,False,0.6253530045616884,8.952402439711065,8.327049435149377,0.588276795051221,0.5186743157158907,0.5226585428021823,0.3984227086291536,False,21.83,20.34,1.4899999999999984,0.550904581495954,0.5226585428021823,0.47734145719781773,0.449095418504046,2.8246038693771736,False,False,Creighton,Creighton,both_incorrect
2018,Kansas,Duke,1242,1181,1,Kansas,Duke,1.0,2.0,False,-4.048987777628195,11.374854269038297,15.423842046666492,0.3447564072037826,0.2996610954138038,0.3158614747774941,1.6200379363690287,False,23.49,28.86,-5.370000000000001,0.288843498947401,0.3158614747774941,0.3158614747774941,0.288843498947401,2.7017975830093075,False,False,Duke,Duke,both_incorrect
2021,Houston,Rutgers,1222,1353,1,Houston,Rutgers,2.0,10.0,False,11.370011389512456,14.236392520596056,2.8663811310835996,0.8669447968576645,0.9000575221466156,0.8813472689512589,-1.8710253195356683,True,28.75,17.48,11.27,0.8557156220009259,0.8813472689512589,0.8813472689512589,0.8557156220009259,2.5631646950333042,True,True,Houston,Houston,both_correct
2017,USC,Providence,1425,1344,1,USC,Providence,11.0,11.0,False,1.0863626507080255,5.385714266938834,4.299351616230808,0.7430423948324897,0.5413620072696469,0.5574228353329201,1.6060828063273247,True,13.45,12.43,1.0199999999999996,0.5321048637319651,0.5574228353329201,0.5574228353329201,0.5321048637319651,2.531797160095506,True,True,USC,USC,both_correct
2017,Oregon,Michigan,1332,1276,1,Oregon,Michigan,3.0,7.0,False,2.1209478665699493,12.73255327338795,10.611605406818,0.6960179606246903,0.5915217559020516,0.594050523262108,0.2528767360056472,True,25.02,23.05,1.9699999999999989,0.5699549566429126,0.594050523262108,0.594050523262108,0.5699549566429126,2.409556661919543,True,True,Oregon,Oregon,both_correct
2019,Maryland,LSU,1268,1261,0,LSU,Maryland,3.0,6.0,False,-1.274635293183735,7.373574321359442,8.648209614543177,0.4383222713503679,0.4253855335376087,0.430873759916323,0.5488226378714267,True,19.29,20.22,-0.9299999999999997,0.4537322462321635,0.430873759916323,0.569126240083677,0.5462677537678364,2.285848631584053,True,True,LSU,LSU,both_correct
2019,Arizona St,Buffalo,1113,1138,0,Buffalo,Arizona St,6.0,11.0,False,-8.177592130268321,4.727661777115074,12.905253907383395,0.2216808267535818,0.1591294671255208,0.1807471353037666,2.1617668178245757,True,11.55,19.85,-8.3,0.20211773200242314,0.1807471353037666,0.8192528646962334,0.7978822679975769,2.1370596698656485,True,True,Buffalo,Buffalo,both_correct
2022,Texas,Purdue,1400,1345,0,Purdue,Texas,3.0,6.0,False,-2.0160154494496823,9.266893115247427,11.28290856469711,0.5933609140493216,0.3900268697928069,0.4147591230032749,2.473225321046802,True,20.88,22.36,-1.4800000000000004,0.4318708850489946,0.4147591230032749,0.5852408769967251,0.5681291149510054,1.7111762045719736,True,True,Purdue,Purdue,both_correct
2023,F Dickinson,TX Southern,1192,1411,1,F Dickinson,TX Southern,16.0,16.0,False,2.6372219643567543,-2.170750256029081,-4.807972220385835,0.735315791926654,0.6159220680651764,0.6186026009199598,0.2680532854783424,True,-8.36,-11.16,2.8000000000000007,0.6023827292353611,0.6186026009199598,0.6186026009199598,0.6023827292353611,1.6219871684598708,True,True,F Dickinson,F Dickinson,both_correct
2022,Gonzaga,Arkansas,1211,1116,0,Arkansas,Gonzaga,4.0,1.0,True,10.08273060363939,18.129720745181245,8.046990141541855,0.6797475112990425,0.8747360099800162,0.8443405004040119,-3.0395509576004343,False,30.95,19.46,11.489999999999998,0.8600373148635134,0.8443405004040119,0.15565949959598813,0.13996268513648658,1.5696814459501551,False,False,Gonzaga,Gonzaga,both_incorrect
2023,Alabama,San Diego St,1104,1361,0,San Diego St,Alabama,5.0,1.0,True,6.080560143547828,14.407609578697205,8.327049435149377,0.6111159142167706,0.7599990925105585,0.7313884708370605,-2.861062167349804,False,27.28,20.34,6.940000000000001,0.746961198775092,0.7313884708370605,0.2686115291629395,0.25303880122490796,1.557272793803155,False,False,Alabama,Alabama,both_incorrect
2023,Houston,Auburn,1222,1120,1,Houston,Auburn,1.0,9.0,False,10.425554165214107,17.400782571018937,6.9752284058048275,0.8714544687922275,0.881972188910071,0.8644332675197551,-1.7538921390315876,True,27.72,16.77,10.95,0.8492321237189434,0.8644332675197551,0.8644332675197551,0.8492321237189434,1.5201143800811723,True,True,Houston,Houston,both_correct
2021,USC,Gonzaga,1425,1211,0,Gonzaga,USC,1.0,6.0,False,-8.573002814513742,8.947346384733208,17.52034919924695,0.2867166118153856,0.1489510067524809,0.1757305580249756,2.6779551272494677,True,27.58,36.48,-8.899999999999999,0.18697497368764743,0.1757305580249756,0.8242694419750244,0.8130250263123526,1.1244415662671758,True,True,Gonzaga,Gonzaga,both_correct
2019,Gonzaga,Baylor,1211,1124,1,Gonzaga,Baylor,1.0,9.0,False,16.12021691901937,21.352026562971815,5.231809643952445,0.8661282203206697,0.9583734323747448,0.9421532478424832,-1.6220184532261706,True,32.85,16.48,16.37,0.9309838556323858,0.9421532478424832,0.9421532478424832,0.9309838556323858,1.1169392210097384,True,True,Gonzaga,Gonzaga,both_correct
2022,Auburn,Miami FL,1120,1274,0,Miami FL,Auburn,10.0,2.0,True,6.902014651756218,11.367336863532358,4.46532221177614,0.8568371249787481,0.7883474624715778,0.7787664245021501,-0.9581037969427776,False,23.2,14.8,8.399999999999999,0.788801516976283,0.7787664245021501,0.22123357549784994,0.21119848302371702,1.0035092474132923,False,False,Auburn,Auburn,both_incorrect
2023,Michigan St,Marquette,1277,1266,1,Michigan St,Marquette,7.0,2.0,True,-4.161394428347194,5.039050809871071,9.200445238218265,0.4278514613063837,0.2950205507217121,0.3187202692589729,2.3699718537260828,False,17.61,22.38,-4.77,0.30909982126556745,0.3187202692589729,0.3187202692589729,0.30909982126556745,0.9620447993405445,False,False,Marquette,Marquette,both_incorrect
2017,Gonzaga,Xavier,1211,1462,1,Gonzaga,Xavier,1.0,11.0,False,14.862606934205443,20.24061201471045,5.378005080505005,0.8104399060813855,0.9472498684574688,0.9272286454901522,-2.0021222967316565,True,32.05,16.7,15.349999999999998,0.9196463419038342,0.9272286454901522,0.9272286454901522,0.9196463419038342,0.7582303586317951,True,True,Gonzaga,Gonzaga,both_correct
2021,Missouri,Oklahoma,1281,1328,0,Oklahoma,Missouri,8.0,9.0,False,-1.72348944820844,3.3668438814686823,5.090333329677122,0.4003045363079405,0.403862594264229,0.4093477781845149,0.5485183920285908,True,15.14,17.06,-1.9199999999999982,0.41456677154762367,0.4093477781845149,0.590652221815485,0.5854332284523763,0.5218993363108715,True,True,Oklahoma,Oklahoma,both_correct
2023,Pittsburgh,Mississippi St,1338,1280,1,Pittsburgh,Mississippi St,11.0,11.0,False,-0.5788434386706314,4.9921396769649675,5.570983115635599,0.5576800451217888,0.4592863980793046,0.4700834506160262,1.079705253672164,False,12.86,13.49,-0.6300000000000008,0.46573783392661533,0.4700834506160262,0.4700834506160262,0.46573783392661533,0.43456166894108583,False,False,Mississippi St,Mississippi St,both_incorrect
2018,Syracuse,TCU,1393,1395,1,Syracuse,TCU,11.0,6.0,True,-3.3931886270603115,4.382211784089947,7.775400411150258,0.4876499348969195,0.3275411832949489,0.3518830255108237,2.4341842215874765,False,14.82,18.47,-3.6499999999999986,0.34890214930496427,0.3518830255108237,0.3518830255108237,0.34890214930496427,0.2980876205859406,False,False,TCU,TCU,both_incorrect
2018,Loyola-Chicago,Miami FL,1260,1274,1,Loyola-Chicago,Miami FL,11.0,6.0,True,1.5144401259228033,8.420273592214102,6.905833466291298,0.2977094564154547,0.5622785437276961,0.5319271388610785,-3.0351404866617693,True,16.39,15.43,0.9600000000000009,0.5296971893238909,0.5319271388610785,0.5319271388610785,0.5296971893238909,0.2229949537187581,True,True,Loyola-Chicago,Loyola-Chicago,both_correct
2021,Oregon,Iowa,1332,1234,1,Oregon,Iowa,7.0,2.0,True,-4.86895288547386,5.830313416623028,10.699266302096888,0.5255361183790465,0.2667966448686812,0.3012877192782862,3.4491074409605025,False,21.85,26.87,-5.02,0.3005641389494852,0.3012877192782862,0.3012877192782862,0.3005641389494852,0.07235803288009879,False,False,Iowa,Iowa,both_incorrect
2021,UCLA,Gonzaga,1417,1211,0,Gonzaga,UCLA,1.0,11.0,False,-13.027743248713035,4.492605950533914,17.52034919924695,0.2496079148078906,0.0676662242292887,0.0911602215684228,2.349399733913407,True,22.43,36.48,-14.049999999999997,0.09115666912116582,0.0911602215684228,0.9088397784315771,0.9088433308788342,-0.00035524472570269694,True,True,Gonzaga,Gonzaga,both_correct
2017,Baylor,South Carolina,1124,1376,0,South Carolina,Baylor,7.0,3.0,True,3.139701212710847,10.386916679675409,7.247215466964562,0.6195308725780875,0.6391240441172188,0.626780449805121,-1.234359431209775,False,24.23,20.8,3.4299999999999997,0.6264257184193103,0.626780449805121,0.37321955019487896,0.3735742815806897,-0.035473138581076924,False,False,Baylor,Baylor,both_incorrect
2019,Kansas,Auburn,1242,1120,0,Auburn,Kansas,5.0,4.0,True,-3.240498581052279,7.751289675371993,10.991788256424272,0.4927827584939885,0.3342209184268085,0.3580914072284263,2.3870488801617795,True,21.57,25.0,-3.4299999999999997,0.3569973676718669,0.3580914072284263,0.6419085927715737,0.643002632328133,-0.10940395565592897,True,True,Auburn,Auburn,both_correct
2017,Xavier,Arizona,1462,1112,1,Xavier,Arizona,11.0,2.0,True,-5.959655314103159,5.378005080505005,11.337660394608164,0.3006162943606343,0.2268019826049249,0.2483939795686225,2.1591996963697597,False,16.7,23.31,-6.609999999999999,0.24958900944803736,0.2483939795686225,0.2483939795686225,0.24958900944803736,-0.11950298794148606,False,False,Arizona,Arizona,both_incorrect
2022,Bryant,Wright St,1136,1460,0,Wright St,Bryant,16.0,16.0,False,-0.7886938567237534,1.1538458470346882,1.9425397037584415,0.4488491647429889,0.4490074096128408,0.4516397435200592,0.2632333907218342,True,-1.32,-0.28,-1.04,0.44934289987192605,0.4516397435200592,0.5483602564799408,0.550657100128074,-0.22968436481332066,True,True,Wright St,Wright St,both_correct
2023,Arizona St,TCU,1113,1395,0,TCU,Arizona St,6.0,11.0,False,-3.714475647188422,3.770107463591785,7.484583110780207,0.2682503629000162,0.313713934930238,0.3207775264825069,0.7063591552268877,True,13.26,17.78,-4.520000000000001,0.3177677784296439,0.3207775264825069,0.6792224735174931,0.6822322215703561,-0.3009748052863026,True,True,TCU,TCU,both_correct
2022,Iowa St,Miami FL,1235,1274,0,Miami FL,Iowa St,10.0,11.0,False,-0.1848353261699031,4.280486885606237,4.46532221177614,0.588477603164323,0.4786728890850314,0.489190041332348,1.0517152247316586,True,14.63,14.8,-0.16999999999999993,0.4842189460472861,0.489190041332348,0.510809958667652,0.5157810539527139,-0.49710952850618995,True,True,Miami FL,Miami FL,both_correct
2022,Baylor,North Carolina,1124,1314,0,North Carolina,Baylor,8.0,1.0,True,6.03201428829067,12.588615731143848,6.556601442853179,0.8491629539951074,0.758245035751821,0.7519509673638383,-0.6294068387982743,False,27.04,20.13,6.91,0.7460464672602498,0.7519509673638383,0.24804903263616174,0.2539535327397502,-0.590450010358845,False,False,Baylor,Baylor,both_incorrect
2018,Texas Tech,Florida,1403,1196,1,Texas Tech,Florida,3.0,6.0,False,3.039476180542138,10.382272922277764,7.342796741735626,0.6734015358668134,0.6345438100356932,0.6278951661001173,-0.6648643935575849,True,22.59,18.96,3.629999999999999,0.633935765385391,0.6278951661001173,0.6278951661001173,0.633935765385391,-0.6040599285273673,True,True,Texas Tech,Texas Tech,both_correct
2021,Maryland,Alabama,1268,1104,0,Alabama,Maryland,2.0,10.0,False,-6.554329545543922,3.3074632022362493,9.861792747780171,0.3065240282702898,0.2068588050702387,0.2309353010180969,2.4076495947858185,True,17.63,25.09,-7.460000000000001,0.2248254852756119,0.2309353010180969,0.7690646989819031,0.775174514724388,-0.6109815742484925,True,True,Alabama,Alabama,both_correct
2022,Alabama,Notre Dame,1104,1323,0,Notre Dame,Alabama,11.0,6.0,True,1.1030937781686987,6.400344590634845,5.297250812466146,0.6770657240886131,0.5421827510194914,0.5509229934620333,0.8740242442541901,False,16.57,15.25,1.3200000000000003,0.5441186098839685,0.5509229934620333,0.44907700653796667,0.45588139011603146,-0.6804383578064788,False,False,Alabama,Alabama,both_incorrect
2019,Houston,Ohio St,1222,1326,1,Houston,Ohio St,3.0,11.0,False,8.416920701187081,13.16958341383075,4.752662712643669,0.7422224679416269,0.8340126004042947,0.8089049505230881,-2.5107649881206617,True,24.13,14.66,9.469999999999999,0.8160966796642231,0.8089049505230881,0.8089049505230881,0.8160966796642231,-0.7191729141134973,True,True,Houston,Houston,both_correct
2019,Virginia,Purdue,1438,1345,1,Virginia,Purdue,1.0,3.0,False,6.691150174457958,17.675547784312187,10.984397609854229,0.644801256813141,0.7813116420019633,0.753194974737245,-2.81166672647184,True,34.22,26.81,7.41,0.7610055393947619,0.753194974737245,0.753194974737245,0.7610055393947619,-0.781056465751695,True,True,Virginia,Virginia,both_correct
2019,Wofford,Seton Hall,1459,1371,1,Wofford,Seton Hall,7.0,10.0,False,8.082205218257286,11.907423376394846,3.825218158137559,0.7480817454608635,0.8246532055812591,0.800645501546642,-2.400770403461705,True,20.69,11.5,9.190000000000001,0.8092288134456652,0.800645501546642,0.800645501546642,0.8092288134456652,-0.8583311899023172,True,True,Wofford,Wofford,both_correct
2018,Nevada,Loyola-Chicago,1305,1260,0,Loyola-Chicago,Nevada,11.0,7.0,True,1.727818048985755,10.148091641199857,8.420273592214102,0.709990199633554,0.5726271083713415,0.5797527426403898,0.7125634269048331,False,18.39,16.39,2.0,0.5711393538448551,0.5797527426403898,0.4202472573596102,0.42886064615514485,-0.8613388795534638,False,False,Nevada,Nevada,both_incorrect
2017,Florida,South Carolina,1196,1376,0,South Carolina,Florida,7.0,4.0,True,6.053839205598534,13.301054672563096,7.247215466964562,0.8285165254531502,0.7590346916054942,0.7500403658519512,-0.8994325753542975,False,27.5,20.8,6.699999999999999,0.739582520366002,0.7500403658519512,0.24995963414804878,0.260417479633998,-1.045784548594919,False,False,Florida,Florida,both_incorrect
2023,Iowa,Auburn,1234,1120,0,Auburn,Iowa,9.0,8.0,True,-0.9373942403117184,6.037834165493109,6.9752284058048275,0.482762498901698,0.4417494543386157,0.4486034283770879,0.685397403847221,True,15.39,16.77,-1.379999999999999,0.43582853963703816,0.4486034283770879,0.5513965716229121,0.5641714603629618,-1.2774888740049728,True,True,Auburn,Auburn,both_correct
2018,Michigan St,Syracuse,1277,1393,0,Syracuse,Michigan St,11.0,3.0,True,10.485779150062614,14.86799093415256,4.382211784089947,0.7318082358889061,0.8832053662383166,0.8557305230748674,-2.747484316344917,False,25.41,14.82,10.59,0.8416538404205197,0.8557305230748674,0.1442694769251326,0.15834615957948028,-1.4076682654347694,False,False,Michigan St,Michigan St,both_incorrect
2017,Gonzaga,Northwestern,1211,1321,1,Gonzaga,Northwestern,1.0,8.0,False,13.854007468324085,20.24061201471045,6.386604546386366,0.7783471446688666,0.9363564699841488,0.9137448389481896,-2.261163103595931,True,32.05,15.81,16.239999999999995,0.9296257675458556,0.9137448389481896,0.9137448389481896,0.9296257675458556,-1.5880928597665989,True,True,Gonzaga,Gonzaga,both_correct
2023,TCU,Gonzaga,1395,1211,0,Gonzaga,TCU,3.0,6.0,False,-4.531613995352856,7.484583110780207,12.016197106133063,0.4992230025587037,0.280036898934248,0.3111178275808718,3.108092864662387,True,17.78,23.02,-5.239999999999998,0.29316514947427535,0.3111178275808718,0.6888821724191282,0.7068348505257247,-1.795267810659651,True,True,Gonzaga,Gonzaga,both_correct
2017,Seton Hall,Arkansas,1371,1116,0,Arkansas,Seton Hall,8.0,9.0,False,-1.7843741860034896,4.450907823178781,6.235282009182271,0.403310791973287,0.4009694802540336,0.407187960342678,0.6218480088644451,True,13.63,16.25,-2.619999999999999,0.3874824016262176,0.407187960342678,0.592812039657322,0.6125175983737824,-1.9705558716460403,True,True,Arkansas,Arkansas,both_correct
2019,Gonzaga,F Dickinson,1211,1192,1,Gonzaga,F Dickinson,1.0,16.0,False,21.119198064660974,21.352026562971815,0.2328284983108375,0.9714822274786696,0.9840825170258028,0.9774122866153756,-0.6670230410427136,True,32.85,-4.22,37.07,0.9973676382687118,0.9774122866153756,0.9774122866153756,0.9973676382687118,-1.9955351653336173,True,True,Gonzaga,Gonzaga,both_correct
2017,Gonzaga,S Dakota St,1211,1355,1,Gonzaga,S Dakota St,1.0,16.0,False,20.61752781666577,20.24061201471045,-0.3769158019553202,0.9646108492660644,0.982452874638701,0.9750193059914208,-0.7433568647280175,True,32.05,-1.19,33.239999999999995,0.9951316510496158,0.9750193059914208,0.9750193059914208,0.9951316510496158,-2.0112345058194925,True,True,Gonzaga,Gonzaga,both_correct
2018,Kansas,Seton Hall,1242,1371,1,Kansas,Seton Hall,1.0,8.0,False,4.622738937566469,11.374854269038297,6.752115331471828,0.5782181605386186,0.7036230774267727,0.6787829081300799,-2.484016929669275,True,23.49,18.04,5.449999999999999,0.6989684693585793,0.6787829081300799,0.6787829081300799,0.6989684693585793,-2.018556122849935,True,True,Kansas,Kansas,both_correct
2022,Arkansas,Duke,1116,1181,0,Duke,Arkansas,2.0,4.0,False,-4.588490871070306,8.046990141541855,12.63548101261216,0.3863112850988244,0.277776585218213,0.3002973917213922,2.252080650317917,True,19.46,25.15,-5.689999999999998,0.27836861714195643,0.3002973917213922,0.6997026082786078,0.7216313828580436,-2.1928774579435872,True,True,Duke,Duke,both_correct
2017,North Carolina,Kentucky,1314,1246,1,North Carolina,Kentucky,1.0,2.0,False,0.1717552466346479,14.219076659188945,14.047321412554297,0.4259142785355079,0.4962754791596401,0.4891006363627591,-0.717484279688102,False,28.22,27.72,0.5,0.5112006627832362,0.4891006363627591,0.4891006363627591,0.5112006627832362,-2.2100026420477095,False,True,Kentucky,North Carolina,kenpom_only_correct
2021,Colorado,Florida St,1160,1199,0,Florida St,Colorado,4.0,5.0,False,2.8987567909737777,9.418371537779976,6.519614746806198,0.7644937379230209,0.6280718632103026,0.6320368211874545,0.3964957977151906,False,25.1,22.12,2.9800000000000004,0.6093083951323127,0.6320368211874545,0.3679631788125455,0.3906916048676873,-2.2728426055141804,False,False,Colorado,Colorado,both_incorrect
2022,San Diego St,Creighton,1361,1166,0,Creighton,San Diego St,9.0,8.0,True,3.5582757211306557,7.647253523818804,4.088977802688149,0.6414538333910115,0.6579729742388012,0.6447818631052591,-1.31911111335421,False,17.07,13.78,3.290000000000001,0.6211319399832893,0.6447818631052591,0.3552181368947409,0.3788680600167107,-2.3649923121969785,False,False,San Diego St,San Diego St,both_incorrect
2022,Houston,Illinois,1222,1228,1,Houston,Illinois,5.0,4.0,True,7.14184576192693,15.960699017356802,8.818853255429872,0.8008535434214763,0.7961467772547025,0.7794055190755252,-1.6741258179177263,True,27.7,18.75,8.95,0.803187456155507,0.7794055190755252,0.7794055190755252,0.803187456155507,-2.3781937079981774,True,True,Houston,Houston,both_correct
2022,Wisconsin,Iowa St,1458,1235,0,Iowa St,Wisconsin,11.0,3.0,True,1.0904592373805428,5.37094612298678,4.280486885606237,0.609105502770401,0.5415629858336155,0.5437561217853788,0.2193135951763292,False,15.34,14.63,0.7099999999999991,0.5196515954905632,0.5437561217853788,0.4562438782146212,0.48034840450943683,-2.410452629481563,False,False,Wisconsin,Wisconsin,both_incorrect
2023,Texas,Xavier,1400,1462,1,Texas,Xavier,2.0,3.0,False,3.162480148836904,11.041263829471715,7.878783680634811,0.7545576773910397,0.6401615445502962,0.6409911507595731,0.0829606209276967,True,24.43,19.95,4.48,0.6650981396635969,0.6409911507595731,0.6409911507595731,0.6650981396635969,-2.410698890402374,True,True,Texas,Texas,both_correct
2017,Louisville,Michigan,1257,1276,0,Michigan,Louisville,7.0,2.0,True,2.339754726046806,12.951360132864806,10.611605406818,0.7965360678559944,0.601925805959847,0.6143029050618553,1.2377099102008238,False,25.51,23.05,2.460000000000001,0.5891904593465127,0.6143029050618553,0.38569709493814475,0.4108095406534873,-2.5112445715342546,False,False,Louisville,Louisville,both_incorrect
2019,F Dickinson,Prairie View,1192,1341,1,F Dickinson,Prairie View,16.0,16.0,False,-0.6674426338864379,0.2328284983108375,0.9002711321972754,0.4845363454105113,0.4549418512799499,0.4598321364939294,0.489028521397955,False,-4.22,-4.13,-0.08999999999999986,0.4874388936387772,0.4598321364939294,0.4598321364939294,0.4874388936387772,-2.760675714484778,False,False,Prairie View,Prairie View,both_incorrect
2018,Providence,Texas A&M,1344,1401,0,Texas A&M,Providence,7.0,10.0,False,-3.553392753047291,3.011844264878846,6.565237017926137,0.4077166164924209,0.3206070999572595,0.3392646006818566,1.8657500724597096,True,12.17,16.96,-4.790000000000001,0.308412047028835,0.3392646006818566,0.6607353993181434,0.691587952971165,-3.085255365302164,True,True,Texas A&M,Texas A&M,both_correct
2022,Michigan,Villanova,1276,1437,0,Villanova,Michigan,2.0,11.0,False,-5.896415276966906,5.419681965960294,11.3160972429272,0.209635817630978,0.2290008222724291,0.2422483313605394,1.3247509088110316,True,16.61,24.56,-7.949999999999999,0.2113651652876891,0.2422483313605394,0.7577516686394606,0.7886348347123109,-3.0883166072850243,True,True,Villanova,Villanova,both_correct
2018,Duke,Syracuse,1181,1393,1,Duke,Syracuse,2.0,11.0,False,11.041630262576543,15.423842046666492,4.382211784089947,0.8069063589671646,0.8940672134699434,0.8711048429263483,-2.296237054359518,True,28.86,14.82,14.04,0.9026018846477243,0.8711048429263483,0.8711048429263483,0.9026018846477243,-3.149704172137602,True,True,Duke,Duke,both_correct
2021,Syracuse,Houston,1393,1222,0,Houston,Syracuse,2.0,11.0,False,-9.623342093974856,4.6130504266212,14.236392520596056,0.3312798050414389,0.1245099596672872,0.1544144264163476,2.990446674906036,True,16.75,28.75,-12.0,0.12246603271849932,0.1544144264163476,0.8455855735836524,0.8775339672815007,-3.19483936978483,True,True,Houston,Houston,both_correct
2022,St Peter's,Murray St,1389,1293,1,St Peter's,Murray St,15.0,7.0,True,-7.960006184196814,3.514556865201925,11.47456304939874,0.0970712517033782,0.1649671299949857,0.1731578274461772,0.8190697451191525,False,7.24,15.42,-8.18,0.20525382398222267,0.1731578274461772,0.1731578274461772,0.20525382398222267,-3.2095996536045472,False,False,Murray St,Murray St,both_incorrect
2022,Georgia St,Gonzaga,1209,1211,0,Gonzaga,Georgia St,1.0,16.0,False,-17.32224032911043,0.8074804160708169,18.129720745181245,0.0704979363084346,0.0301285211769728,0.0413434198104056,1.1214898633432755,True,1.6,30.95,-29.349999999999998,0.008452188248853326,0.0413434198104056,0.9586565801895944,0.9915478117511467,-3.289123156155227,True,True,Gonzaga,Gonzaga,both_correct
2019,N Dakota St,Duke,1295,1181,0,Duke,N Dakota St,1.0,16.0,False,-17.575812467715764,-1.036577827326667,16.539234640389097,0.0352742634729488,0.0286983666423143,0.0372713578914889,0.8572991249174554,True,-3.2,30.62,-33.82,0.004131062046276405,0.0372713578914889,0.9627286421085111,0.9958689379537236,-3.3140295845212497,True,True,Duke,Duke,both_correct
2019,Michigan St,Texas Tech,1277,1403,0,Texas Tech,Michigan St,3.0,2.0,True,1.4993131845431673,14.35796365602006,12.858650471476892,0.5572444180848609,0.5615427342892264,0.5557153334524927,-0.582740083673372,False,30.81,30.03,0.7799999999999976,0.5224663149673703,0.5557153334524927,0.4442846665475073,0.4775336850326297,-3.3249018485122406,False,False,Michigan St,Michigan St,both_incorrect
2022,Gonzaga,Memphis,1211,1272,1,Gonzaga,Memphis,1.0,9.0,False,10.704763794119287,18.129720745181245,7.424956951061958,0.8010549437104211,0.8875954585841849,0.864324480145866,-2.3270978438318823,True,30.95,17.23,13.719999999999999,0.8979740480775238,0.864324480145866,0.864324480145866,0.8979740480775238,-3.3649567931657742,True,True,Gonzaga,Gonzaga,both_correct
2019,Auburn,North Carolina,1120,1314,1,Auburn,North Carolina,5.0,1.0,True,-3.237134814119445,10.991788256424272,14.228923070543717,0.3911473280939328,0.3343688367128513,0.3496663496985164,1.5297512985665174,False,25.0,27.69,-2.6900000000000013,0.38480888735908303,0.3496663496985164,0.3496663496985164,0.38480888735908303,-3.514253766056663,False,False,North Carolina,North Carolina,both_incorrect
2022,Arizona,Houston,1112,1222,0,Houston,Arizona,5.0,1.0,True,-0.5182867134582096,15.442412303898593,15.960699017356802,0.3848783092612893,0.4622594607123181,0.4568194455765487,-0.5440015135769416,True,25.96,27.7,-1.7399999999999984,0.42162280443487277,0.4568194455765487,0.5431805544234514,0.5783771955651272,-3.5196641141675866,True,True,Houston,Houston,both_correct
2021,Connecticut,Maryland,1163,1268,0,Maryland,Connecticut,10.0,7.0,True,3.224910185482912,6.532373387719161,3.3074632022362493,0.7756728307339679,0.6429982832541529,0.6457996024950269,0.2801319240874012,False,20.61,17.63,2.9800000000000004,0.6093083951323127,0.6457996024950269,0.3542003975049731,0.3906916048676873,-3.649120736271416,False,False,Connecticut,Connecticut,both_incorrect
2017,Wichita St,Dayton,1455,1173,1,Wichita St,Dayton,10.0,7.0,True,8.052329700021815,16.19159554795361,8.139265847931796,0.7897380279559593,0.8237979402574311,0.8032351252361445,-2.056281502128665,True,26.14,15.57,10.57,0.8412238899810731,0.8032351252361445,0.8032351252361445,0.8412238899810731,-3.7988764744928627,True,True,Wichita St,Wichita St,both_correct
2017,Wake Forest,Kansas St,1448,1243,0,Kansas St,Wake Forest,11.0,11.0,False,0.0588805837061272,6.503699648918726,6.444819065212599,0.3951422795786172,0.4907005076530039,0.4815635468803661,-0.9136960772637814,True,16.25,17.44,-1.1900000000000013,0.44337024818744536,0.4815635468803661,0.5184364531196339,0.5566297518125547,-3.8193298692920763,True,True,Kansas St,Kansas St,both_correct
2023,Houston,N Kentucky,1222,1297,1,Houston,N Kentucky,1.0,16.0,False,15.8697864603716,17.400782571018937,1.5309961106473366,0.972211323527128,0.9563539013520134,0.9479243615974704,-0.842953975454297,True,27.72,0.65,27.07,0.9869517138895455,0.9479243615974704,0.9479243615974704,0.9869517138895455,-3.90273522920751,True,True,Houston,Houston,both_correct
2019,Minnesota,Louisville,1278,1257,1,Minnesota,Louisville,10.0,7.0,True,-5.339444663166134,3.3290445851317685,8.668489248297902,0.2278717807451658,0.2490089349731025,0.261418944668649,1.2410009695546482,False,14.35,19.35,-5.000000000000002,0.3012420351480536,0.261418944668649,0.261418944668649,0.3012420351480536,-3.9823090479404577,False,False,Louisville,Louisville,both_incorrect
2018,Florida St,Missouri,1199,1281,1,Florida St,Missouri,9.0,8.0,True,1.2322305317014894,7.160288206556572,5.928057674855083,0.7779007800795823,0.5485095102697122,0.5676250612061196,1.9115550936407375,True,17.77,14.83,2.9399999999999995,0.6077730531991719,0.5676250612061196,0.5676250612061196,0.6077730531991719,-4.01479919930523,True,True,Florida St,Florida St,both_correct
